collection,trajectory,insight_id,classification,reason,text,evidence,source
redacted,10,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Keeping preserved evaluation results separate from reusable analysis code made repeated methodological corrections inexpensive: model inclusion, evaluator inclusion, reward reinterpretation, and figure regeneration could change without overwriting prior evaluations.","L039, L040, L041",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-010/insight_redacted.md
redacted,11,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Resolve the role of each supplied artifact before editing. Distinguishing the assignment brief from the editable deck clarified the implementation target and enabled a concrete preservation policy before generation.,"L002, L005, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I002,conditional,Evaluator-validity conclusion; retrieve in the relevant research context.,"Small, evaluator-sensitive leaderboard differences do not establish behavioral validity. Direct audits can reveal a much larger source-separation problem, while weak proxy-to-audit agreement shows that ranking systems and validating human-like behavior require separate evidence.","L007, L008, L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Unequal coverage can silently change the comparison being presented. Using common support, displaying missingness and uncertainty, and auditing denominator language at the citation level help keep cross-system claims interpretable.","L006, L011, L016, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I004,conditional,"Hypothesis about realism from examples, not demonstrated improvement from an intervention.","Requested-content fidelity and source indistinguishability measure different failure modes. The examples preserved the requested signal while smoothing away hesitation, revision, or error recovery, so realistic simulation needs behavioral-process checks in addition to semantic or stylistic matching.","L017, L018",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I005,conditional,Specialized illustration guidance; choose examples by stated criteria.,An anonymized example can clarify an aggregate metric when it illustrates the same measured mechanism and appears beside aggregate evidence. Paraphrasing and disclosing that profiles came from reference interactions preserved explanatory value while narrowing the claim appropriately.,"L017, L018, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I006,conditional,Conditional narrative recommendation; no demonstrated superiority of the proposed evaluation stages.,Negative evaluation results can support a stronger technical recommendation when metric scope is defined precisely and the failure becomes a decision rule. The resulting narrative favored multiple evaluation stages rather than forcing a winner from proxy scores that did not validate individual interactions.,"L014, L015, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I007,conditional,Specialized presentation fallback requiring a tool-availability check.,"A shared scene representation is a practical fallback when direct presentation editing is unavailable because it keeps editable slides and fixed-format output aligned. This approach still requires format-specific dependency fixes and independent structural, textual, numerical, and rendering checks.","L020, L021, L023, L025",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,11,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Programmatic generation and structural validity do not guarantee presentation quality. Rendering every slide exposed collisions and clipping, while a separate content audit found a denominator error that visual inspection alone would not catch.","L026, L027, L028, L029",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-011/insight_redacted.md
redacted,12,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A lightweight runner can avoid unnecessary training infrastructure for an evaluation, but batch execution can change path semantics. Launchers should resolve resources from an explicit project location and validate that behavior before a full run.","L002, L004, L005",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","A small end-to-end access check can prevent deterministic compatibility failures from consuming a full evaluation budget, but it does not prove that quota is sufficient for a complete run. Capacity handling and resumability remain separate requirements.","L007, L008",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Model routing is part of the experimental protocol. Collapsing target and auxiliary roles changes both generated interactions and judgments. Roles should be configured and tested independently, and multi-turn data must be regenerated when the interaction partner changes.","L012, L013, L014, L015",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Conversation provenance can affect the meaning of a reference response. Evaluation design should distinguish prompts, conversation instances, benchmark subsets, and the assistant that conditioned each human interaction.","L016, L017",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Judge-only evaluation over saved target responses can expand a target-by-judge comparison without regenerating model behavior. Consolidating such work can also reduce scheduler pressure while preserving previous results.,"L018, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Undifferentiated structured judgments may reflect a data-adapter error rather than evaluator behavior. A realistic preflight that requires nonempty nested fields and differentiated outputs can reveal this failure before a large run.,"L020, L021, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Average score, pairwise success, and top-one win rate capture different properties. Close losses and correlated strengths can preserve a model's mean while lowering its win rate, so margins and pairwise measures should accompany top-one results. Incomplete judgments should retain task-specific denominators because their missingness may be nonrandom.","L023, L024, L025, L026",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Anonymous randomization reduces identity cues but does not eliminate presentation bias. Position counts and sensitivity checks remain necessary when differences are small, even if balanced assignment supports broad aggregate comparisons.","L027, L028, L029, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,12,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Analysis outputs should state target filters, evaluator filters, reward dimensions, tie handling, and aggregation rules explicitly. Cross-suite figures should combine only comparable measures and disclose unavailable metrics or omitted subsets.","L031, L032, L033",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-012/insight_redacted.md
redacted,13,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Auxiliary-role routing is part of the experimental treatment in interactive simulator evaluation. Changing the assistant changes the trajectory that is later judged, so correcting the protocol requires regenerating interactions; judge-only reevaluation is sufficient only when a saved target response remains fixed.","L009, L011, L012, L014",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Reference behavior depends on the interaction environment. When reference conversations were collected with heterogeneous assistants, testing every simulator against one fixed assistant measures fidelity in a new common environment. Reports should document that change and control for reference-assistant context where the available data permits it.","L013, L015, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I003,conditional,Service-limit language is ambiguous; explicitly state that successful small preflights do not prove full-run quota capacity.,"Small end-to-end preflights can expose inaccessible model routes, service limits, scheduling constraints, and malformed data adaptation before expensive evaluation begins. They are most useful when they exercise data loading, generation, and structured judging together.","L006, L007, L019",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Similar mean scores and different multi-candidate win rates can coexist when losses are narrow and strong cases overlap. Exact top-score credit discards margins and requires beating every competitor simultaneously, so continuous fidelity, pairwise strength, margin profiles, and judge uncertainty should be reported separately.","L020, L021, L022",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Stable aggregate rankings can coexist with low item-level judge agreement and evaluator-specific candidate-order effects. Balanced randomization and position standardization protect aggregate comparisons, but close differences should not be interpreted more precisely than judge and presentation variability supports.","L023, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Metric decomposition can change the substantive conclusion. Separating interaction fidelity from other quality measures and splitting audit distance into source and specificity components revealed relationships and directional effects that combined or absolute-value metrics concealed.,"L026, L028, L029, L030",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Reusing benchmark prompts and scoring logic does not reproduce a benchmark protocol by itself. Execution-harness changes, role overrides, dataset subset selection, and aggregation choices all affect what the resulting scores mean.","L001, L005, L009, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,13,I008,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Reliable evaluation requires separate handling of compute scheduling and external-service capacity. Resumability, dependency control, route preflights, bounded concurrency, and separation of partial from complete runs reduce duplicate work and prevent incomplete evidence from entering full-run comparisons.","L003, L004, L006, L007, L008, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-013/insight_redacted.md
redacted,14,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","When a requested workflow is not installed globally, a user-identified project-local implementation may still be authoritative. Checking the specified local location before declaring the workflow unavailable avoids premature refusal while preserving its safeguards.","L002, L003, L004",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Shared or network-mounted workspaces can violate assumptions about responsiveness and atomic filesystem operations. Running an unchanged executable copy and mutable workflow state in private local storage can isolate those limits while preserving the workspace as the source and destination.,"L005, L013",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I003,conditional,Scope-checking advice is underspecified; retain membership criteria and the recount trigger in private memory.,"Scope decisions should use affirmative membership evidence and a verified count. Mixed metadata may still support inclusion, but the affected population should be recounted before recording the user's decision.","L008, L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Per-shard validation cannot establish global identity consistency. Shard-scoped identifiers plus a global collision and coverage check prevented independently valid proposals from producing conflicting records, and immutable receipts made a clean restart appropriate.","L012, L014, L015, L016",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I005,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Removing an unsupported helper field can leave valid syntax while losing the source relationship it implicitly carried. Schema correction should identify and restore the required semantic binding rather than merely deleting the rejected field.,"L019, L020",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I006,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Privacy offsets, storage checks, and transport validators must measure the same preserved text representation. Embedded control bytes exposed inconsistent length semantics; aligning validation with character-based offsets resolved the gate without rewriting evidence.","L022, L023, L024",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I007,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Worker validation should exercise the authoritative recorder contract early. Proposal nesting, allowed categories, phase rules, and participant constraints surfaced only after drafting, exhausting correction attempts and requiring a constrained parent takeover.","L026, L027, L028",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I008,conditional,Specific narrative-evidence completeness workflow; not a general requirement for every answer.,Chapter-level evidence highlights do not prove coverage of every semantic unit represented by a narrative. An explicit unit-to-evidence ledger makes completeness testable without adding prose or unsupported claims.,L029,/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I009,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Positional equality checks can create false integrity or staleness failures when stages enumerate the same identities in different valid orders. Aligning by stable identity and comparing canonical identity sets preserves content checks while removing incidental ordering dependence.,"L032, L033, L035, L036",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,14,I010,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Workflow progress should be reported separately from user-visible completion. Reaching privacy review and preference preparation did not satisfy the requested review, release-preview, or archive-delivery stages.","L001, L030, L035, L036",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-014/insight_redacted.md
redacted,15,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.",Repository-boundary validation is important before branch operations in workspaces that contain nested repositories. Repeating the checks in the requested project directory established the relevant working-tree and remote-branch state before branch creation.,"L002, L003",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-015/insight_redacted.md
redacted,15,I002,conditional,Only when a new commit is explicitly required.,"When a requested branch needs a distinct commit but the base already contains all desired files, an explicitly disclosed empty commit can create a new branch tip while preserving the tree.","L005, L006, L007",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-015/insight_redacted.md
redacted,15,I003,conditional,"Stripped-record evidence limitation, not proof that publishing failed.","A publication retry with the required network access may resolve an environment restriction, but a reported final state does not replace retained execution results. When those results are unavailable, the summary should attribute the outcome to the agent and preserve the verification gap.","L008, L009",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-015/insight_redacted.md
redacted,16,I001,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Session discovery can remain deterministic and privacy-conscious when initial metadata is the classification boundary. Workspace membership and session type can be decided without inspecting conversation text, while component-aware matching avoids including similarly prefixed sibling locations.","L002, L003, L004",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-016/insight_redacted.md
redacted,16,I002,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Safely collecting live append-only logs requires a defined snapshot boundary and verification after capture. Keeping only complete records and checking the captured prefix permits benign appends while detecting truncation, replacement, or edits to already observed data.","L005, L007",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-016/insight_redacted.md
redacted,16,I003,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Privacy and integrity controls belong in the collection format. Restricted permissions, output-location safeguards, content-free diagnostics, deduplication, and integrity checks let downstream processing operate without exposing conversation text in collection metadata.","L004, L007",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-016/insight_redacted.md
redacted,16,I004,direct,"Contains an actionable rule for a recurring evaluation, analysis, artifact, repository, or collection task in this workspace. Retrieve only for the matching task; repeated copies add no independent value.","Passing behavioral tests does not establish acceptable performance on a live data store. A live dry run exposed an input/output problem and prompted an optimization, showing that realistic dry runs complement correctness tests for tools that scan many active logs.","L008, L009, L010",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-016/insight_redacted.md
redacted,16,I005,conditional,Collection-audit caveat; verify artifacts before treating the work as unresolved.,"Invoking a collection does not establish that it completed. When the available record ends before a result or final status, downstream workflows should treat the requested artifacts as unresolved.","L011, L012",/n/holylabs/hlakkaraju_lab/Lab/zidi/user_simulation/oxygen-contributor-kit-2/data/processed-trajectories-2026-09-07/trajectory-016/insight_redacted.md
